row,mfg_part_num,confidence,band,needs_human_review,reasons,attribute_slots,mobile_desc_len,duplicate_group_size
260,543076936,100,HIGH,False,,2,73,1
261,1516878,100,HIGH,False,,2,71,1
262,1516884,100,HIGH,False,,2,70,1
263,1516885,100,HIGH,False,,2,70,1
264,543005916,100,HIGH,False,,2,60,1
265,1516902,85,HIGH,False,mobile_desc_short,2,58,1
266,543007916,100,HIGH,False,,2,60,1
267,543005936,100,HIGH,False,,2,60,1
268,1516905,85,HIGH,False,mobile_desc_short,2,58,1
269,543007936,100,HIGH,False,,2,60,1
270,543144908,100,HIGH,False,,2,68,1
271,543141908,100,HIGH,False,,2,68,1
272,543144912,100,HIGH,False,,2,68,1
273,543141912,100,HIGH,False,,2,68,1
274,1513713,100,HIGH,False,,2,70,1
275,1513714,100,HIGH,False,,2,70,1
276,73012503,85,HIGH,False,mobile_desc_short,3,51,1
277,73018131,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,4,28,1
278,73018091,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,3,28,1
279,73018066,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,3,28,1
280,73018076,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,2,21,1
281,61109087,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,2,21,1
282,73018731,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,2,21,1
283,61109090,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,2,21,1
284,73053603,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,1,21,1
285,73053608,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,1,21,1
286,543340896,85,HIGH,False,mobile_desc_short,4,59,1
287,543340898,85,HIGH,False,mobile_desc_short,4,59,1
288,73272TBK,100,HIGH,False,,3,68,1
289,543302127,85,HIGH,False,mobile_desc_short,3,52,1
290,543302147,85,HIGH,False,mobile_desc_short,3,52,1
291,73019599,85,HIGH,False,mobile_desc_short,1,41,1
292,73019648,85,HIGH,False,mobile_desc_short,1,41,1
293,73019598,85,HIGH,False,mobile_desc_short,3,38,1
294,73019647,85,HIGH,False,mobile_desc_short,3,38,1
295,543300257,85,HIGH,False,mobile_desc_short,3,57,1
296,543300277,85,HIGH,False,mobile_desc_short,3,57,1
297,SPB-44BPL,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,1,22,1
298,925219,100,HIGH,False,,1,71,1
299,27233,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,2,53,1
300,1517602,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,41,1
301,1517603,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,41,1
302,1517604,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,41,1
303,1517605,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,41,1
304,FS C01 2004S,85,HIGH,False,mobile_desc_short,2,48,1
305,FS C04 2004S,85,HIGH,False,mobile_desc_short,2,48,1
306,FS C06 2004S,85,HIGH,False,mobile_desc_short,2,48,1
307,1501831,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,3,51,1
308,1501832,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,3,51,1
309,1515974,100,HIGH,False,,2,67,1
310,640383,85,HIGH,False,mobile_desc_short,1,58,1
311,653258,85,HIGH,False,mobile_desc_short,1,58,1
312,413S-DBA-36,85,HIGH,False,mobile_desc_short,1,50,1
313,413S-DBA-72,85,HIGH,False,mobile_desc_short,1,50,1
314,1511506,85,HIGH,False,mobile_desc_short,1,58,1
315,1513577,80,HIGH,False,mobile_desc_short|brand_unresolved,1,49,1
316,1513578,80,HIGH,False,mobile_desc_short|brand_unresolved,1,49,1
317,1513579,75,MEDIUM,False,mobile_desc_short|brand_unresolved|mpn_desc_mismatch,1,49,1
318,1513580,80,HIGH,False,mobile_desc_short|brand_unresolved,1,49,1
319,1501767,100,HIGH,False,,1,72,1
320,PP-8BL,100,HIGH,False,,1,63,1
321,PP-10BL,100,HIGH,False,,1,64,1
322,PP-12BL,100,HIGH,False,,1,64,1
323,PP-8CH,100,HIGH,False,,1,63,1
324,PP-10CH,100,HIGH,False,,1,64,1
325,PP-12CH,100,HIGH,False,,1,64,1
326,PP-8WH,100,HIGH,False,,1,63,1
327,PP-10WH,100,HIGH,False,,1,64,1
328,1504345,80,HIGH,False,mobile_desc_short|brand_unresolved,2,54,1
329,2733,80,HIGH,False,mobile_desc_short|brand_unresolved,1,51,1
330,7547,70,MEDIUM,False,mobile_desc_short|manufacturer_unresolved|brand_unresolved,1,18,1
331,8912220,100,HIGH,False,,1,64,1
332,8904015,100,HIGH,False,,1,64,1
333,25796,85,HIGH,False,mobile_desc_short,2,54,1
334,40503,85,HIGH,False,mobile_desc_short,2,54,1
335,25825,85,HIGH,False,mobile_desc_short,2,54,1
336,25822,85,HIGH,False,mobile_desc_short,2,59,1
337,543650101,85,HIGH,False,mobile_desc_short,3,57,1
338,543650010,85,HIGH,False,mobile_desc_short,2,51,1
339,543650048,85,HIGH,False,mobile_desc_short,2,51,1
340,1506969,85,HIGH,False,mobile_desc_short,1,58,1
341,1514681,85,HIGH,False,mobile_desc_short,1,58,1
342,1514726,85,HIGH,False,mobile_desc_short,1,58,1
343,1728ABL,80,HIGH,False,mobile_desc_short|brand_unresolved,3,54,1
344,402-R,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,43,1
345,SL1672,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
346,BM-DW20-YLW-6,100,HIGH,False,,1,69,1
347,BHA1-UPC,45,LOW,True,no_attributes|mobile_desc_short|sparse_input_desc|mpn_desc_mismatch,0,54,1
348,G1941-UPC,55,LOW,True,no_attributes|mobile_desc_short|mpn_desc_mismatch,0,55,1
349,G1950-UPC,85,HIGH,False,mobile_desc_short,1,59,1
350,A410RCAR,100,HIGH,False,,2,63,1
351,G1951-UPC,85,HIGH,False,mobile_desc_short,1,59,1
352,52C3-5/8-UPC,90,HIGH,False,sparse_input_desc,1,62,1
353,52C14-5/8-UPC,90,HIGH,False,sparse_input_desc,1,63,1
354,52C3-UPC,75,MEDIUM,False,mobile_desc_short|sparse_input_desc,1,58,1
355,54151-F-UPC,95,HIGH,False,mpn_desc_mismatch,1,61,1
356,54151-HUR-UPC,95,HIGH,False,mpn_desc_mismatch,1,63,1
357,54151-JR-UPC,85,HIGH,False,suspected_typo|mpn_desc_mismatch,1,62,1
358,54171-R-UPC,85,HIGH,False,sparse_input_desc|mpn_desc_mismatch,1,61,1
359,52151-S-UPC,95,HIGH,False,mpn_desc_mismatch,1,61,1
360,72171-3/4-1W-UPC,95,HIGH,False,mpn_desc_mismatch,1,66,1
361,5522-5EV,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,39,1
362,AYCL-153PH-LA,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
363,AYCL-153PH-WH,85,HIGH,False,mobile_desc_short,2,55,1
364,D23LP-R02-1RW,95,HIGH,False,mpn_desc_mismatch,2,60,1
365,TNOCD002,85,HIGH,False,mobile_desc_short,1,46,1
366,TNDHD002,85,HIGH,False,mobile_desc_short,1,46,1
367,TNIDP12,85,HIGH,False,mobile_desc_short,1,45,1
368,TNIW24,85,HIGH,False,mobile_desc_short,1,44,1
369,65-1222,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
370,65-1224,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
371,45297BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
372,45573BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
373,37418A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
374,37423A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
375,45496BKCLR,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
376,45973BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
377,55155BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
378,55157CPZ,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
379,55184BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
380,55185BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
381,55186CH,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
382,55210NI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
383,55211BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
384,55211NI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
385,55212NI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
386,55226BKLFU,55,LOW,True,no_attributes|mobile_desc_short|mpn_desc_mismatch,0,53,1
387,55239CPZLED,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
388,44072DBK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
389,44073NI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
390,52033BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
391,84322WH,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
392,52404BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
393,34686A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
394,34687A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,49,1
395,34688A,60,MEDIUM,False,no_attributes|mobile_desc_short,0,36,1
396,43671BKCLR,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
397,52616BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
398,52616NI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
399,52678BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
400,52680CPZ,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
401,52772BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
402,82399,60,MEDIUM,False,no_attributes|mobile_desc_short,0,48,1
403,65-771R3,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
404,42955BK,100,HIGH,False,,1,62,1
405,42275BK,100,HIGH,False,,1,62,1
406,62-1850,85,HIGH,False,mobile_desc_short,1,58,1
407,62-1852,85,HIGH,False,mobile_desc_short,1,58,1
408,62-1875,85,HIGH,False,mobile_desc_short,3,58,1
409,62-1876,85,HIGH,False,mobile_desc_short,3,58,1
410,42296BK,100,HIGH,False,,1,62,1
411,43913BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
412,HLSMS9129FS1E,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,52,1
413,64-110,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
414,603571,75,MEDIUM,False,no_attributes,0,63,1
415,65-572R1,80,HIGH,False,mobile_desc_short|mpn_desc_mismatch,1,52,1
416,52476AVI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
417,42199BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
418,42199BKCS,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
419,42200BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
420,42200BKCS,60,MEDIUM,False,no_attributes|mobile_desc_short,0,55,1
421,43851BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
422,43852BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
423,43853BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
424,43905BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
425,43911BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
426,52529BK,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
427,52662BKCLR,60,MEDIUM,False,no_attributes|mobile_desc_short,0,56,1
428,52734CPZ,60,MEDIUM,False,no_attributes|mobile_desc_short,0,54,1
429,82400,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
430,S11606,85,HIGH,False,mobile_desc_short,1,44,1
431,S11828,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
432,801274,100,HIGH,False,,2,60,1
433,S11860,85,HIGH,False,mobile_desc_short,1,44,1
434,S11562,60,MEDIUM,False,no_attributes|mobile_desc_short,0,44,1
435,S11646,85,HIGH,False,mobile_desc_short,2,44,1
436,S11801R1,85,HIGH,False,mobile_desc_short,2,46,1
437,S11848,85,HIGH,False,mobile_desc_short,2,44,1
438,S11849,85,HIGH,False,mobile_desc_short,2,44,1
439,HLBSL609FS5,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,49,1
440,WF4REGSWW590CRIMW,55,LOW,True,no_attributes|mobile_desc_short|brand_unresolved,0,47,1
441,43849WH5CCT,100,HIGH,False,,1,66,1
442,62-1777,85,HIGH,False,mobile_desc_short,3,58,1
443,62-1778,85,HIGH,False,mobile_desc_short,3,58,1
444,62-1784,85,HIGH,False,mobile_desc_short,2,58,1
445,62-1787,85,HIGH,False,mobile_desc_short,3,58,1
446,62-1788,85,HIGH,False,mobile_desc_short,3,58,1
447,SHOP/4X2/840/V1,100,HIGH,False,,1,65,1
448,45495BKCLR,60,MEDIUM,False,no_attributes|mobile_desc_short,0,53,1
449,55209NI,60,MEDIUM,False,no_attributes|mobile_desc_short,0,51,1
450,65-1210,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
451,65-1211,60,MEDIUM,False,no_attributes|mobile_desc_short,0,50,1
452,141465,100,HIGH,False,,2,62,1
453,391227,100,HIGH,False,,2,60,1
454,392225,100,HIGH,False,,2,62,1
455,S3539,85,HIGH,False,mobile_desc_short,1,44,1
456,S3496,85,HIGH,False,mobile_desc_short,1,42,1
457,467316,100,HIGH,False,,2,62,1
458,S3709,75,MEDIUM,False,mobile_desc_short|sparse_input_desc,2,42,1
