MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1513723,1x12-12' Honey Grove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1513723,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Naturals, 1513723",CMPST DECK BRD,Trex Naturals 1513723 Composite Decking Board With 1 in x 12 in,"Trex Composite Decking Board, Naturals, 1 in x 12 in","Naturals Composite Decking Board, 1 in x 12 in",,Series: Naturals,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Naturals,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1513723.jpg,Trex_1513723_1.jpg,Trex_1513723_2.jpg,Trex_1513723_3.jpg,Trex_1513723_4.jpg,,,,,Trex_1513723_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1513729,1x8-12' Tide Pool - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1513729,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Enhance, 1513729",CMPST DECK BRD,Trex Enhance 1513729 Composite Decking Board With 1 in x 8 in,"Trex Composite Decking Board, Enhance, 1 in x 8 in","Enhance Composite Decking Board, 1 in x 8 in",,Series: Enhance,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Enhance,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1513729.jpg,Trex_1513729_1.jpg,Trex_1513729_2.jpg,Trex_1513729_3.jpg,Trex_1513729_4.jpg,,,,,Trex_1513729_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1513730,1x12-12' Tide Pool - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1513730,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Enhance, 1513730",CMPST DECK BRD,Trex Enhance 1513730 Composite Decking Board With 1 in x 12 in,"Trex Composite Decking Board, Enhance, 1 in x 12 in","Enhance Composite Decking Board, 1 in x 12 in",,Series: Enhance,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Enhance,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1513730.jpg,Trex_1513730_1.jpg,Trex_1513730_2.jpg,Trex_1513730_3.jpg,Trex_1513730_4.jpg,,,,,Trex_1513730_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,543076916,1x8-12' Cinnamon Cove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,543076916,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Naturals, 543076916",CMPST DECK BRD,Trex Naturals 543076916 Composite Decking Board With 1 in x 8 in,"Trex Composite Decking Board, Naturals, 1 in x 8 in","Naturals Composite Decking Board, 1 in x 8 in",,Series: Naturals,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Naturals,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543076916.jpg,Trex_543076916_1.jpg,Trex_543076916_2.jpg,Trex_543076916_3.jpg,Trex_543076916_4.jpg,,,,,Trex_543076916_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1516876,1x8-12' Golden Hour - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1516876,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Naturals, 1516876",CMPST DECK BRD,Trex Naturals 1516876 Composite Decking Board With 1 in x 8 in,"Trex Composite Decking Board, Naturals, 1 in x 8 in","Naturals Composite Decking Board, 1 in x 8 in",,Series: Naturals,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Naturals,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1516876.jpg,Trex_1516876_1.jpg,Trex_1516876_2.jpg,Trex_1516876_3.jpg,Trex_1516876_4.jpg,,,,,Trex_1516876_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,543076936,1x12-12' Cinnamon Cove - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,543076936,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Naturals, 543076936",CMPST DECK BRD,Trex Naturals 543076936 Composite Decking Board With 1 in x 12 in,"Trex Composite Decking Board, Naturals, 1 in x 12 in","Naturals Composite Decking Board, 1 in x 12 in",,Series: Naturals,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Naturals,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543076936.jpg,Trex_543076936_1.jpg,Trex_543076936_2.jpg,Trex_543076936_3.jpg,Trex_543076936_4.jpg,,,,,Trex_543076936_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1516878,1x12-12' Golden Hour - Trex Enhance Naturals Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1516878,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Naturals, 1516878",CMPST DECK BRD,Trex Naturals 1516878 Composite Decking Board With 1 in x 12 in,"Trex Composite Decking Board, Naturals, 1 in x 12 in","Naturals Composite Decking Board, 1 in x 12 in",,Series: Naturals,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Naturals,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1516878.jpg,Trex_1516878_1.jpg,Trex_1516878_2.jpg,Trex_1516878_3.jpg,Trex_1516878_4.jpg,,,,,Trex_1516878_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1516884,1x8-12' Pebble Beach - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1516884,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Enhance, 1516884",CMPST DECK BRD,Trex Enhance 1516884 Composite Decking Board With 1 in x 8 in,"Trex Composite Decking Board, Enhance, 1 in x 8 in","Enhance Composite Decking Board, 1 in x 8 in",,Series: Enhance,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Enhance,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1516884.jpg,Trex_1516884_1.jpg,Trex_1516884_2.jpg,Trex_1516884_3.jpg,Trex_1516884_4.jpg,,,,,Trex_1516884_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,1516885,1x12-12' Pebble Beach - Trex Enhance Basics Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1516885,,Building & Hardware>Decking & Railing>Decking Boards,"Boise Cascade Company, Trex, Composite Decking Board, Enhance, 1516885",CMPST DECK BRD,Trex Enhance 1516885 Composite Decking Board With 1 in x 12 in,"Trex Composite Decking Board, Enhance, 1 in x 12 in","Enhance Composite Decking Board, 1 in x 12 in",,Series: Enhance,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Enhance,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1516885.jpg,Trex_1516885_1.jpg,Trex_1516885_2.jpg,Trex_1516885_3.jpg,Trex_1516885_4.jpg,,,,,Trex_1516885_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Fascia Boards,,543005916,1x8-12' Malted Barley - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,543005916,,Building & Hardware>Decking & Railing>Fascia,"Boise Cascade Company, Trex, Fascia Board, Select, 543005916",FSC BRD,Trex Select 543005916 Fascia Board With 1 in x 8 in,"Trex Fascia Board, Select, 1 in x 8 in","Select Fascia Board, 1 in x 8 in",,Series: Select,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Fascia Board,Series,Select,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543005916.jpg,Trex_543005916_1.jpg,Trex_543005916_2.jpg,Trex_543005916_3.jpg,Trex_543005916_4.jpg,,,,,Trex_543005916_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Fascia Boards,,1516902,1x8-12' Millstone - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1516902,,Building & Hardware>Decking & Railing>Fascia,"Boise Cascade Company, Trex, Fascia Board, Select, 1516902",FSC BRD,Trex Select 1516902 Fascia Board With 1 in x 8 in,"Trex Fascia Board, Select, 1 in x 8 in","Select Fascia Board, 1 in x 8 in",,Series: Select,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Fascia Board,Series,Select,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1516902.jpg,Trex_1516902_1.jpg,Trex_1516902_2.jpg,Trex_1516902_3.jpg,Trex_1516902_4.jpg,,,,,Trex_1516902_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Fascia Boards,,543007916,1x8-12' Whiskey Barrel - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,543007916,,Building & Hardware>Decking & Railing>Fascia,"Boise Cascade Company, Trex, Fascia Board, Select, 543007916",FSC BRD,Trex Select 543007916 Fascia Board With 1 in x 8 in,"Trex Fascia Board, Select, 1 in x 8 in","Select Fascia Board, 1 in x 8 in",,Series: Select,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Fascia Board,Series,Select,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543007916.jpg,Trex_543007916_1.jpg,Trex_543007916_2.jpg,Trex_543007916_3.jpg,Trex_543007916_4.jpg,,,,,Trex_543007916_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Fascia Boards,,543005936,1x12-12' Malted Barley - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,543005936,,Building & Hardware>Decking & Railing>Fascia,"Boise Cascade Company, Trex, Fascia Board, Select, 543005936",FSC BRD,Trex Select 543005936 Fascia Board With 1 in x 12 in,"Trex Fascia Board, Select, 1 in x 12 in","Select Fascia Board, 1 in x 12 in",,Series: Select,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Fascia Board,Series,Select,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543005936.jpg,Trex_543005936_1.jpg,Trex_543005936_2.jpg,Trex_543005936_3.jpg,Trex_543005936_4.jpg,,,,,Trex_543005936_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Fascia Boards,,1516905,1x12-12' Millstone - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,1516905,,Building & Hardware>Decking & Railing>Fascia,"Boise Cascade Company, Trex, Fascia Board, Select, 1516905",FSC BRD,Trex Select 1516905 Fascia Board With 1 in x 12 in,"Trex Fascia Board, Select, 1 in x 12 in","Select Fascia Board, 1 in x 12 in",,Series: Select,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Fascia Board,Series,Select,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_1516905.jpg,Trex_1516905_1.jpg,Trex_1516905_2.jpg,Trex_1516905_3.jpg,Trex_1516905_4.jpg,,,,,Trex_1516905_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Fascia Boards,,543007936,1x12-12' Whiskey Barrel - Trex Select 2.0 Fascia,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Boise Cascade Company,Trex,,543007936,,Building & Hardware>Decking & Railing>Fascia,"Boise Cascade Company, Trex, Fascia Board, Select, 543007936",FSC BRD,Trex Select 543007936 Fascia Board With 1 in x 12 in,"Trex Fascia Board, Select, 1 in x 12 in","Select Fascia Board, 1 in x 12 in",,Series: Select,Size: 1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,Fascia Board,Series,Select,,Size,1 in x 12 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543007936.jpg,Trex_543007936_1.jpg,Trex_543007936_2.jpg,Trex_543007936_3.jpg,Trex_543007936_4.jpg,,,,,Trex_543007936_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,543144908,1x8-12' Island Mist - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U.S. Lumber Group,Trex,,543144908,,Building & Hardware>Decking & Railing>Decking Boards,"U.S. Lumber Group, Trex, Composite Decking Board, Lineage, 543144908",CMPST DECK BRD,Trex Lineage 543144908 Composite Decking Board With 1 in x 8 in,"Trex Composite Decking Board, Lineage, 1 in x 8 in","Lineage Composite Decking Board, 1 in x 8 in",,Series: Lineage,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Lineage,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543144908.jpg,Trex_543144908_1.jpg,Trex_543144908_2.jpg,Trex_543144908_3.jpg,Trex_543144908_4.jpg,,,,,Trex_543144908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Decking & Railing,Composite Decking Boards,,543141908,1x8-12' Rainier - Trex Lineage,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),U.S. Lumber Group,Trex,,543141908,,Building & Hardware>Decking & Railing>Decking Boards,"U.S. Lumber Group, Trex, Composite Decking Board, Lineage, 543141908",CMPST DECK BRD,Trex Lineage 543141908 Composite Decking Board With 1 in x 8 in,"Trex Composite Decking Board, Lineage, 1 in x 8 in","Lineage Composite Decking Board, 1 in x 8 in",,Series: Lineage,Size: 1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Series,Lineage,,Size,1 in x 8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trex_543141908.jpg,Trex_543141908_1.jpg,Trex_543141908_2.jpg,Trex_543141908_3.jpg,Trex_543141908_4.jpg,,,,,Trex_543141908_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,
